id,native_text,target_text,cefr_level,is_public,collection_id,unit_type,structure,function,grammar_points
9963,Cô ấy khuyên anh ấy nên về nhà sớm.,She advised him to go home early.,Sơ cấp (A2),True,2929,sentence,simple,declarative,past_simple|pronoun|verb|adverb|verb_phrase
9964,Sớm.,Early.,Vỡ lòng (A1),True,2930,word,,,adverb
9965,Anh ấy tắm sớm.,He took an early bath.,Vỡ lòng (A1),True,2930,sentence,simple,declarative,past_simple|pronoun|verb|determiner|adjective|noun|noun_phrase|verb_phrase
9966,Tôi đến đó quá sớm.,I arrived there too early.,Vỡ lòng (A1),True,2930,sentence,simple,declarative,past_simple|pronoun|verb|adverb|adverb_phrase
9967,Luôn luôn.,Always.,Vỡ lòng (A1),True,2931,word,,,adverb
9968,Anh ấy luôn cư xử như một quý ông.,He always behaves like a gentleman.,Sơ cấp (A2),True,2931,sentence,simple,declarative,present_simple|pronoun|adverb|verb|prepositional_phrase|determiner|noun
9969,Cô ấy luôn đến lúc bảy giờ ba mươi.,She always arrives at seven thirty.,Sơ cấp (A2),True,2931,sentence,simple,declarative,present_simple|pronoun|adverb|verb|prepositional_phrase
9970,Trên con đường này lúc nào cũng có rất nhiều xe cộ.,There are always a lot of vehicles on this road.,Sơ cấp (A2),True,2931,sentence,simple,declarative,present_simple|noun|verb|adverb|preposition|determiner|noun_phrase|prepositional_phrase
9971,Có thể.,Could.,Vỡ lòng (A1),True,2932,word,,,modal|verb
9972,Tôi không thể nhịn cười được.,I couldn't stop laughing.,Vỡ lòng (A1),True,2932,sentence,simple,declarative,pronoun|modal|negation|past_simple|verb_phrase
9973,Bạn có thể giúp tôi một việc được không?,Could you do me a favour?,Vỡ lòng (A1),True,2932,sentence,simple,interrogative,modal|question_form|pronoun|verb|determiner|noun_phrase
9974,Lẽ ra bạn có thể gọi cho tôi để được giúp đỡ.,You could have called me for help.,Vỡ lòng (A1),True,2932,sentence,simple,declarative,modal|pronoun|verb_phrase|prepositional_phrase
9975,Cô ấy thừa nhận rằng mình không nói được tiếng Anh.,She acknowledged that she couldn't speak English.,Sơ cấp (A2),True,2932,sentence,complex,declarative,past_simple|modal|negation|conjunction|pronoun|verb|noun
9976,Chó.,Dog.,Vỡ lòng (A1),True,2933,word,,,noun
9977,Con chó có bị xích không?,Is the dog chained?,Vỡ lòng (A1),True,2933,sentence,simple,interrogative,present_simple|passive|question_form|determiner|noun
9978,Anh ấy bị một con chó tấn công.,He was attacked by a dog.,Vỡ lòng (A1),True,2933,sentence,simple,declarative,past_simple|passive|pronoun|preposition
9979,Con chó đang đào một cái hố.,The dog is digging a hole.,Vỡ lòng (A1),True,2933,sentence,simple,declarative,present_continuous|noun_phrase|verb_phrase
9980,Con chó cứ sủa suốt đêm.,The dog kept barking all night.,Vỡ lòng (A1),True,2933,sentence,simple,declarative,past_simple|noun|verb|determiner|noun_phrase|verb_phrase|adverb_phrase
9981,Đặt.,Put.,Vỡ lòng (A1),True,2934,word,,,verb
9982,Tôi có thể đặt nó ở đây không?,Can I put it here?,Vỡ lòng (A1),True,2934,sentence,simple,interrogative,modal|question_form|pronoun|verb|adverb
9983,Đừng bỏ tất cả trứng vào một giỏ.,Don't put all your eggs in one basket.,Sơ cấp (A2),True,2934,sentence,simple,imperative,negation|verb|noun_phrase|prepositional_phrase
9984,Anh ta chống tay lên hông và nhìn cô ấy.,He put his hands on his hips and looked at her.,Sơ cấp (A2),True,2934,sentence,compound,declarative,past_simple|conjunction|pronoun|noun|preposition
9985,Mẹ tôi bảo tôi cất đồ đạc vào tủ này.,My mom told me to put my stuffs into this cabinet.,Vỡ lòng (A1),True,2934,sentence,simple,declarative,past_simple|noun_phrase|verb|pronoun|prepositional_phrase|determiner
9986,Đây.,Here.,Vỡ lòng (A1),True,2935,word,,,adverb
9987,Bạn là người mới ở đây phải không?,Are you new here?,Vỡ lòng (A1),True,2935,sentence,simple,interrogative,present_simple|question_form|pronoun|adjective|adverb
9988,Bạn đến đây vì lý do gì?,What brings you here?,Vỡ lòng (A1),True,2935,sentence,simple,interrogative,present_simple|question_form|pronoun|verb|adverb
9989,Sao bạn lại ở đây?,How come you are here?,Vỡ lòng (A1),True,2935,sentence,simple,interrogative,present_simple|question_form|pronoun|verb|adverb
9990,Hôm qua.,Yesterday.,Vỡ lòng (A1),True,2936,word,,,adverb
9991,Hôm qua chúng tôi có khách đến thăm.,We had some visitors yesterday.,Vỡ lòng (A1),True,2936,sentence,simple,declarative,past_simple|pronoun|verb|determiner|noun|adverb|noun_phrase|verb_phrase
9992,Hôm qua cô ấy đã đến bệnh viện.,She went to the hospital yesterday.,Vỡ lòng (A1),True,2936,sentence,simple,declarative,past_simple|pronoun|verb|preposition|determiner|noun|adverb|prepositional_phrase
9993,Điều gì đã ngăn cản bạn đến đây ngày hôm qua?,What prevented you from coming yesterday?,Sơ cấp (A2),True,2936,sentence,simple,interrogative,past_simple|question_form|pronoun|preposition|verb|adverb
9994,Hôm qua tôi đại diện cho công ty tham dự cuộc họp.,Yesterday I represented my company at the meeting.,Sơ cấp (A2),True,2936,sentence,simple,declarative,past_simple|pronoun|noun|preposition|time_sequence
9995,Đứng.,Stand.,Vỡ lòng (A1),True,2937,word,,,verb
9996,Tôi không thể chịu đựng được điều đó.,It I can't stand.,Vỡ lòng (A1),True,2937,sentence,simple,declarative,pronoun|modal|negation|verb
9997,"Đừng chỉ đứng đó, hãy làm gì đó đi.","Don't just stand there, do something.",Vỡ lòng (A1),True,2937,sentence,compound,imperative,negation|verb|adverb|pronoun
9998,Tôi không thể chịu đựng anh ta thêm nữa.,I can't stand him any more.,Vỡ lòng (A1),True,2937,sentence,simple,declarative,modal|negation|pronoun|verb
9999,Tôi không chịu nổi mùi hành tây.,I can't stand the smell of onions.,Sơ cấp (A2),True,2937,sentence,simple,declarative,modal|negation|pronoun|verb_phrase|noun_phrase|prepositional_phrase
10000,Chỉ.,Just.,Vỡ lòng (A1),True,2938,word,,,adverb
10001,Anh ấy vừa mới đến.,He's just arrived.,Vỡ lòng (A1),True,2938,sentence,simple,declarative,present_perfect|pronoun|adverb|verb
10002,Anh ấy vừa bắt đầu công việc mới.,He just started a new job.,Vỡ lòng (A1),True,2938,sentence,simple,declarative,past_simple|pronoun|verb|adverb|noun_phrase
10003,Anh ấy vừa mới mua một chiếc xe hơi mới.,He has just bought a new car.,Vỡ lòng (A1),True,2938,sentence,simple,declarative,present_perfect|pronoun|verb|adverb|noun_phrase
10004,Mới.,New.,Vỡ lòng (A1),True,2939,word,,,adjective
10005,Tôi vừa mua một cần câu mới.,I bought a new fishing rod.,Vỡ lòng (A1),True,2939,sentence,simple,declarative,past_simple|pronoun|verb|determiner|adjective|noun|noun_phrase
10006,Tôi đã mua một chiếc xe mới tuần trước.,I bought a new car last week.,Vỡ lòng (A1),True,2939,sentence,simple,declarative,past_simple|pronoun|determiner|adjective|noun|time_sequence|noun_phrase
10007,Tôi sắp mua một chiếc xe hơi mới.,I am going to buy a new car.,Vỡ lòng (A1),True,2939,sentence,simple,declarative,future_going_to|pronoun|verb_phrase|noun_phrase
10008,Mùi.,Smell.,Vỡ lòng (A1),True,2940,word,,,verb
10009,Mùi gì vậy?,What's that smell?,Vỡ lòng (A1),True,2940,sentence,simple,interrogative,present_simple|question_form|noun|verb|determiner
10010,Mùi này làm tôi thấy ghê tởm.,This smell disgusts me.,Sơ cấp (A2),True,2940,sentence,simple,declarative,present_simple|noun_phrase|verb|pronoun|determiner|noun
10011,Tôi nghĩ tôi ngửi thấy mùi gì đó cháy khét.,I think I smell something burning.,Vỡ lòng (A1),True,2940,sentence,complex,declarative,present_simple|pronoun|verb|noun|adjective|noun_phrase|verb_phrase
10012,Khứu giác là một trong năm giác quan.,Smell is one of the five senses.,Sơ cấp (A2),True,2940,sentence,simple,declarative,present_simple|noun|verb|prepositional_phrase|determiner
10013,Thứ gì đó.,Something.,Vỡ lòng (A1),True,2941,word,,,pronoun
10014,Làm điều gì đó.,Doing something.,Vỡ lòng (A1),True,2941,phrase,,,verb|pronoun|noun_phrase
10015,Hãy hoàn thành công việc.,Get something done.,Vỡ lòng (A1),True,2941,sentence,simple,imperative,verb|passive|pronoun
10016,Bạn có nghe thấy gì không?,Do you hear something?,Vỡ lòng (A1),True,2941,sentence,simple,interrogative,present_simple|question_form|pronoun|verb
10017,Sợ.,Afraid.,Sơ cấp (A2),True,2942,word,,,adjective
10018,Tôi sợ rắn.,I'm afraid of snakes.,Vỡ lòng (A1),True,2942,sentence,simple,declarative,present_simple|pronoun|adjective|preposition|noun|prepositional_phrase
10019,Tôi sợ nhện.,I'm afraid of spiders.,Vỡ lòng (A1),True,2942,sentence,simple,declarative,present_simple|pronoun|verb|adjective|preposition|noun|prepositional_phrase
10020,Bạn có sợ nhện không?,Are you afraid of spiders?,Vỡ lòng (A1),True,2942,sentence,simple,interrogative,present_simple|question_form|adjective|prepositional_phrase|pronoun
10021,Tôi biết bạn sợ độ cao.,I know you're afraid of heights.,Vỡ lòng (A1),True,2942,sentence,complex,declarative,present_simple|pronoun|verb|adjective|preposition|noun|noun_phrase|prepositional_phrase
10022,Cuối cùng.,Last.,Vỡ lòng (A1),True,2943,word,,,adjective|adverb
10023,Tối qua bạn có ra ngoài không?,Did you go out last night?,Vỡ lòng (A1),True,2943,sentence,simple,interrogative,past_simple|question_form|time_sequence
10024,Tôi ngủ rất ngon đêm qua.,I slept very well last night.,Vỡ lòng (A1),True,2943,sentence,simple,declarative,past_simple|pronoun|verb|adverb|adverb_phrase|time_sequence|noun
10025,Tối qua bệnh viện có ba giường trống.,There were three berths at the hospital last night.,Sơ cấp (A2),True,2943,sentence,simple,declarative,past_simple|noun_phrase|prepositional_phrase
10026,"Đêm qua, bệnh viện có ba ca sinh nở.",There were three births at the hospital last night.,Sơ cấp (A2),True,2943,sentence,simple,declarative,past_simple|noun|preposition|determiner|noun_phrase|prepositional_phrase|time_sequence
10027,Đêm.,Night.,Vỡ lòng (A1),True,2944,word,,,noun
10028,Em bé ho suốt đêm.,The baby has been coughing all night.,Sơ cấp (A2),True,2944,sentence,simple,declarative,present_perfect|noun_phrase|verb_phrase
10029,Bệnh viện.,Hospital.,Vỡ lòng (A1),True,2945,word,,,noun
10030,Bệnh viện gần nhất ở đâu?,Where's the nearest hospital?,Vỡ lòng (A1),True,2945,sentence,simple,interrogative,present_simple|question_form|comparison|noun|verb|adjective|determiner|noun_phrase
10031,Tôi đã nằm viện một tuần.,I spent a week in the hospital.,Vỡ lòng (A1),True,2945,sentence,simple,declarative,past_simple|pronoun|verb|determiner|noun|preposition|noun_phrase|prepositional_phrase
10032,Tôi khuyên anh ấy nên đến bệnh viện.,I advised him to go to the hospital.,Vỡ lòng (A1),True,2945,sentence,simple,declarative,past_simple|pronoun|verb|prepositional_phrase|preposition|noun|determiner
10033,Ông ấy đã đóng góp rất nhiều tiền cho bệnh viện.,He contributed a lot of money to the hospital.,Sơ cấp (A2),True,2945,sentence,simple,declarative,past_simple|pronoun|verb|noun_phrase|prepositional_phrase
10034,Phán quyết.,Decision.,Vỡ lòng (A1),True,2946,word,,,noun
10035,Đây là một quyết định lớn.,It's a big decision.,Vỡ lòng (A1),True,2946,sentence,simple,declarative,present_simple|pronoun|verb|determiner|adjective|noun|noun_phrase
10036,Ông ấy phản đối quyết định của chúng tôi.,He opposed our decision.,Sơ cấp (A2),True,2946,sentence,simple,declarative,past_simple|pronoun|verb|determiner|noun|noun_phrase
10037,Bạn đã đưa ra quyết định chưa?,Have you made a decision yet?,Vỡ lòng (A1),True,2946,sentence,simple,interrogative,present_perfect|question_form
10038,Tôi đưa ra quyết định dựa trên những gì bạn nói.,I made my decision based on what you said.,Sơ cấp (A2),True,2946,sentence,complex,declarative,past_simple|pronoun|noun|verb|preposition|relative_clause|noun_phrase
10039,Vì thế.,So.,Vỡ lòng (A1),True,2947,word,,,conjunction
10040,Anh ấy đúng là như vậy.,He is so.,Vỡ lòng (A1),True,2947,sentence,simple,declarative,present_simple|pronoun|verb|adverb|noun_phrase|verb_phrase
10041,Sao bạn lại biết nhiều về tôi như vậy?,How come you know so much about me?,Vỡ lòng (A1),True,2947,sentence,simple,interrogative,present_simple|question_form|pronoun|adverb|preposition
10042,Bạn cần nhiều tiền như vậy để làm gì?,What do you need so much money for?,Vỡ lòng (A1),True,2947,sentence,simple,interrogative,question_form|present_simple|pronoun|verb|noun|adverb|preposition
10043,Anh ấy nói tiếng Pháp giỏi đến nỗi chúng tôi tưởng anh ấy là người Pháp.,He speaks French so well that we think he is a Frenchman.,Sơ cấp (A2),True,2947,sentence,complex,declarative,present_simple|reason_result|pronoun|verb|adverb|conjunction|noun|adverb_phrase|noun_phrase
10044,Đến.,Come.,Vỡ lòng (A1),True,2948,word,,,verb
10045,Bạn có đến không?,Are you going to come?,Vỡ lòng (A1),True,2948,sentence,simple,interrogative,future_going_to|question_form|pronoun|verb
10046,Sao bạn được mời mà tôi thì không?,How come you got invited and I didn't?,Sơ cấp (A2),True,2948,sentence,compound,interrogative,past_simple|passive|negation|conjunction|question_form
10047,Tôi sẽ đến bất kể trời có tuyết hay không.,I will come whether it snows or not.,Sơ cấp (A2),True,2948,sentence,complex,declarative,future_will|conditional|conjunction
10048,Mặt sau.,Back.,Vỡ lòng (A1),True,2949,word,,,verb
10049,Tôi sẽ quay lại sau ba mươi phút.,I'll be back in thirty minutes.,Vỡ lòng (A1),True,2949,sentence,simple,declarative,future_will|pronoun|verb|adverb|preposition|noun_phrase|prepositional_phrase
10050,"""Tôi sẽ quay lại ngay,"" cô ấy thì thầm.","I'll be right back, she whispered.",Sơ cấp (A2),True,2949,sentence,complex,declarative,past_simple|pronoun|verb|adverb_phrase|modal
10051,Tôi không chắc chắn 100% mình sẽ quay lại.,I'm not 100% sure I'll be back.,Sơ cấp (A2),True,2949,sentence,complex,declarative,present_simple|negation|modal
10052,Tôi dừng lại ở cửa và ngoái nhìn lại.,I paused at the door and looked back.,Sơ cấp (A2),True,2949,sentence,compound,declarative,past_simple|conjunction|pronoun|verb|prepositional_phrase|adverb
10053,Một số.,Some.,Vỡ lòng (A1),True,2950,word,,,determiner
10054,Tôi muốn uống thêm nước.,I like some more water.,Vỡ lòng (A1),True,2950,sentence,simple,declarative,present_simple|pronoun|verb|determiner|adjective|noun|noun_phrase
10055,Tôi cần một vài cây bút chì màu.,I need some colored pencils.,Vỡ lòng (A1),True,2950,sentence,simple,declarative,present_simple|pronoun|verb|determiner|adjective|noun|noun_phrase
10056,Tôi muốn uống thêm nước.,I'd like some more water.,Vỡ lòng (A1),True,2950,sentence,simple,declarative,modal|pronoun|verb|determiner|adjective|noun|noun_phrase
10057,Một số người bạn của tôi nói tiếng Anh rất giỏi.,Some of my friends can speak English very well.,Sơ cấp (A2),True,2950,sentence,simple,declarative,modal|noun_phrase|verb_phrase|adverb_phrase
10058,Nghĩ.,Think.,Vỡ lòng (A1),True,2951,word,,,verb
10059,Tôi nghĩ bạn nói đúng.,I think you're right.,Vỡ lòng (A1),True,2951,sentence,complex,declarative,present_simple|pronoun|verb|adjective|noun_phrase|verb_phrase
10060,Tôi nghĩ đó là sự phóng đại.,I think that's an exaggeration.,Sơ cấp (A2),True,2951,sentence,complex,declarative,present_simple|pronoun|verb|determiner|noun|noun_phrase
10061,Tôi không nghĩ anh ta thành thật.,I don't think he is sincere.,Sơ cấp (A2),True,2951,sentence,complex,declarative,present_simple|negation|pronoun|verb|adjective
10062,Bạn thực sự nghĩ gì về điều đó?,What do you really think about it?,Vỡ lòng (A1),True,2951,sentence,simple,interrogative,present_simple|question_form
10063,Phải.,Right.,Vỡ lòng (A1),True,2952,word,,,adverb
10064,Bạn đang đùa phải không?,"You're joking, right?",Sơ cấp (A2),True,2952,sentence,simple,interrogative,present_continuous|question_form|pronoun|verb
10065,Hóa ra tôi đã đúng.,It turned out I was right.,Vỡ lòng (A1),True,2952,sentence,complex,declarative,past_simple|pronoun|verb|adjective
10066,Cô ấy khẳng định mình đúng.,She declared that she was right.,Vỡ lòng (A1),True,2952,sentence,complex,declarative,past_simple|relative_clause|pronoun|verb|adjective
10067,Thật sự?,Really?,Vỡ lòng (A1),True,2953,word,,,adverb|question_form
10068,Tôi thực sự cảm kích sự giúp đỡ của bạn.,I really appreciated your help.,Vỡ lòng (A1),True,2953,sentence,simple,declarative,past_simple|pronoun|adverb|verb|determiner|noun
10069,Tôi thực sự ấn tượng với khả năng tiếng Anh của bạn.,I'm really impressed with your English.,Vỡ lòng (A1),True,2953,sentence,simple,declarative,present_simple|passive|adverb|prepositional_phrase
10070,Điều khiến tôi thực sự khó chịu là sự kiêu ngạo của anh ta.,It's his arrogance that really irritates me.,Sơ cấp (A2),True,2953,sentence,complex,declarative,present_simple|relative_clause|pronoun|noun_phrase|adverb
10071,Bạn thực sự muốn bán nhà của mình sao?,Do you really want to sell your house?,Vỡ lòng (A1),True,2953,sentence,simple,interrogative,question_form|present_simple|pronoun|adverb|verb_phrase|determiner|noun
10072,Căn nhà.,House.,Vỡ lòng (A1),True,2954,word,,,noun
10073,Ngôi nhà đang bốc cháy.,The house was in flames.,Vỡ lòng (A1),True,2954,sentence,simple,declarative,past_simple|noun_phrase|prepositional_phrase|determiner|noun|verb
10074,Tôi đã mời anh ấy đến nhà tôi.,I invited him to my house.,Vỡ lòng (A1),True,2954,sentence,simple,declarative,past_simple|pronoun|preposition|determiner|noun|prepositional_phrase
10075,Tôi có một ngôi nhà bên bờ biển.,I have a house by the sea.,Vỡ lòng (A1),True,2954,sentence,simple,declarative,present_simple|pronoun|verb|determiner|noun|preposition|noun_phrase|prepositional_phrase
10076,Giúp đỡ.,Help.,Vỡ lòng (A1),True,2955,word,,,verb
10077,Ai đó giúp tôi với.,Somebody help me.,Vỡ lòng (A1),True,2955,sentence,simple,imperative,verb|pronoun
10078,Tôi rất cảm kích sự giúp đỡ của bạn.,I like your help.,Vỡ lòng (A1),True,2955,sentence,simple,declarative,present_simple|pronoun|verb|determiner|noun|noun_phrase
10079,Bạn có cần giúp đỡ gì không?,Do you need any help?,Vỡ lòng (A1),True,2955,sentence,simple,interrogative,question_form|present_simple|pronoun|verb|determiner|noun|noun_phrase
10080,Của nó.,It's.,Vỡ lòng (A1),True,2956,phrase,,,pronoun|verb|present_simple
10081,Bạn có phiền nếu...?,It's do you mind if?,Vỡ lòng (A1),True,2956,sentence,complex,interrogative,present_simple|question_form|conditional|pronoun|verb|conjunction
10082,Trời càng ngày càng lạnh.,It's getting colder and colder.,Vỡ lòng (A1),True,2956,sentence,simple,declarative,present_continuous|comparison|pronoun|verb_phrase|adjective|conjunction
10083,Bạn có biết bây giờ là mấy giờ không?,Do you know what time it is?,Vỡ lòng (A1),True,2956,sentence,complex,interrogative,present_simple|question_form|pronoun|verb|noun_phrase
10084,"Ai đó, ai đó.","Somebody, someone.",Vỡ lòng (A1),True,2957,word,,,pronoun
10085,Có người đang gõ cửa.,Someone's knocking at the door.,Vỡ lòng (A1),True,2957,sentence,simple,declarative,present_continuous|pronoun|verb|prepositional_phrase
10086,Tôi muốn có người để trò chuyện.,I want somebody to talk to.,Vỡ lòng (A1),True,2957,sentence,simple,declarative,present_simple|pronoun|verb|verb_phrase
10087,Có người đang gõ cửa.,Someone is knocking on the door.,Vỡ lòng (A1),True,2957,sentence,simple,declarative,present_continuous|pronoun|verb_phrase|prepositional_phrase
10088,Chúng ta nên thuê người nào đó có thể nói tiếng Anh.,We should hire someone who can speak English.,Sơ cấp (A2),True,2957,sentence,complex,declarative,modal|relative_clause|pronoun|verb|noun
10089,Cửa.,Door.,Vỡ lòng (A1),True,2958,word,,,noun
10090,Cô ta đẩy anh ta ra khỏi cửa.,She pushed him out the door.,Vỡ lòng (A1),True,2958,sentence,simple,declarative,past_simple|pronoun|verb|prepositional_phrase
10091,Có một quý ông đang đứng ở cửa.,There's a gentleman at the door.,Vỡ lòng (A1),True,2958,sentence,simple,declarative,present_simple|noun|verb|determiner|preposition|prepositional_phrase
10092,Ông ấy đi gõ cửa từng nhà để xin đóng góp.,He went from door to door asking for contributions.,Sơ cấp (A2),True,2958,sentence,simple,declarative,past_simple|pronoun|verb|preposition|noun|prepositional_phrase|verb_phrase
10093,Nói chuyện.,Talk.,Vỡ lòng (A1),True,2959,word,,,verb
10094,Tại sao bạn không chịu nói chuyện với tôi?,Why won't you talk to me?,Vỡ lòng (A1),True,2959,sentence,simple,interrogative,future_will|negation|question_form|pronoun|verb
10095,Tôi thực sự rất muốn nói chuyện với bạn về điều đó.,I'm literally dying to talk with you about it.,Sơ cấp (A2),True,2959,sentence,simple,declarative,present_continuous|pronoun|adverb|verb|preposition|verb_phrase|prepositional_phrase
10096,Sếp muốn nói chuyện với bạn.,The boss would like to have a talk with you.,Sơ cấp (A2),True,2959,sentence,simple,declarative,modal|noun_phrase|verb_phrase|prepositional_phrase
10097,Muốn.,Want.,Vỡ lòng (A1),True,2960,word,,,verb
10098,Bạn không muốn ra ngoài sao?,Don't you want to go out?,Vỡ lòng (A1),True,2960,sentence,simple,interrogative,present_simple|question_form|negation|pronoun|verb|verb_phrase
10099,Bạn muốn thanh toán cho các mặt hàng đã mua bằng cách nào?,How do you want to pay for your purchases?,Sơ cấp (A2),True,2960,sentence,simple,interrogative,present_simple|question_form|pronoun|determiner|noun|prepositional_phrase
10100,Bạn chắc chắn không muốn đi cùng chúng tôi sao?,Are you sure you don't want to go with us?,Vỡ lòng (A1),True,2960,sentence,complex,interrogative,present_simple|question_form|negation
10101,Lấy.,Take.,Vỡ lòng (A1),True,2961,word,,,verb
10102,Quá trình này sẽ mất khoảng mười tám tháng.,They will take about eighteen months.,Sơ cấp (A2),True,2961,sentence,simple,declarative,future_will|pronoun|verb|prepositional_phrase
10103,Uống hai viên thuốc với nước trước bữa ăn.,Take two tablets with water before meals.,Vỡ lòng (A1),True,2961,sentence,simple,imperative,present_simple|verb|noun|determiner|preposition|noun_phrase|prepositional_phrase|time_sequence
10104,Bỏ tay ra khỏi túi quần.,Take your hands out of your pockets.,Vỡ lòng (A1),True,2961,sentence,simple,imperative,present_simple|verb|pronoun|preposition|noun_phrase|prepositional_phrase
10105,Ai sẽ chăm sóc em bé?,Who will take care of the baby?,Sơ cấp (A2),True,2961,sentence,simple,interrogative,future_will|question_form|pronoun|verb_phrase|prepositional_phrase
10106,Về.,About.,Vỡ lòng (A1),True,2962,word,,,preposition
10107,Bạn có chắc chắn về điều đó không?,Are you sure about that?,Vỡ lòng (A1),True,2962,sentence,simple,interrogative,present_simple|question_form|pronoun|adjective|preposition|determiner|prepositional_phrase
10108,Bạn đang nói về cái gì vậy?,What are you talking about?,Vỡ lòng (A1),True,2962,sentence,simple,interrogative,present_continuous|question_form|pronoun|verb|preposition
10109,Cô ấy đã tranh cãi với anh ta về tiền bạc.,She argued with him about money.,Sơ cấp (A2),True,2962,sentence,simple,declarative,past_simple|pronoun|preposition|noun|verb_phrase|prepositional_phrase
10110,Bạn có chắc chắn về những gì mình đã nói không?,Are you sure of what you said?,Vỡ lòng (A1),True,2963,sentence,complex,interrogative,present_simple|question_form|pronoun|adjective|preposition|relative_clause
10111,Bạn chắc chắn là chúng ta chưa từng gặp nhau trước đây sao?,Are you sure we haven't met before?,Vỡ lòng (A1),True,2963,sentence,complex,interrogative,present_simple|negation|question_form|pronoun|verb|adjective|adverb
10112,Bạn có chắc là anh ấy sẽ không đến không?,Are you sure that he is not coming?,Vỡ lòng (A1),True,2963,sentence,complex,interrogative,present_simple|question_form|negation|conjunction|pronoun|verb|adjective
10113,Bạn chắc chắn chứ?,Are you sure?,Vỡ lòng (A1),True,2963,sentence,simple,interrogative,present_simple|question_form|verb|pronoun|adjective
10114,Chắc chắn.,Sure.,Vỡ lòng (A1),True,2964,word,,,adjective
10115,"Tôi không chắc, cô ấy trả lời.","I'm not sure, she responded.",Sơ cấp (A2),True,2964,sentence,complex,declarative,past_simple|negation|pronoun|verb|adjective
10116,Nước.,Water.,Vỡ lòng (A1),True,2965,word,,,noun
10117,Đổ nước vào xô.,Pour water into the bucket.,Vỡ lòng (A1),True,2965,sentence,simple,imperative,present_simple|verb|noun|prepositional_phrase
10118,Tôi cần ba lít nước.,I need three liters of water.,Vỡ lòng (A1),True,2965,sentence,simple,declarative,present_simple|pronoun|verb|determiner|noun|preposition|noun_phrase|verb_phrase
10119,Nước sôi ở 100 độ C.,Water boils at 100 degrees Celsius.,Sơ cấp (A2),True,2965,sentence,simple,declarative,present_simple|noun|verb|preposition|prepositional_phrase
10120,Ngoài.,Out.,Vỡ lòng (A1),True,2966,word,,,adverb
10121,Họ bật cười lớn.,They burst out laughing.,Vỡ lòng (A1),True,2966,sentence,simple,declarative,past_simple|pronoun|verb_phrase
10122,Cô ấy hét lên và chạy ra khỏi phòng.,She screamed and ran out of the room.,Sơ cấp (A2),True,2966,sentence,compound,declarative,past_simple|conjunction|pronoun|verb|prepositional_phrase
10123,Bạn có muốn đi chơi với chúng tôi không?,Would you like to go out with us?,Vỡ lòng (A1),True,2966,sentence,simple,interrogative,modal|question_form|verb_phrase|prepositional_phrase
10124,Nhu cầu.,Need.,Vỡ lòng (A1),True,2967,word,,,verb
10125,Tôi cần đi cắt tóc.,I need to get a haircut.,Vỡ lòng (A1),True,2967,sentence,simple,declarative,present_simple|pronoun|verb|determiner|noun|verb_phrase|noun_phrase
10126,Bạn cần thêm bao nhiêu cái dĩa nữa?,How many more forks do you need?,Vỡ lòng (A1),True,2967,sentence,simple,interrogative,question_form|present_simple|determiner|pronoun|verb
10127,Chúng ta cần làm rõ một vài chi tiết.,We need to clarify a few details.,Sơ cấp (A2),True,2967,sentence,simple,declarative,present_simple|pronoun|verb|determiner|adjective|noun
10128,Phòng.,Room.,Vỡ lòng (A1),True,2968,word,,,noun
10129,Phòng của bạn ở đâu?,Where's your room?,Vỡ lòng (A1),True,2968,sentence,simple,interrogative,question_form|present_simple|pronoun|determiner|noun
10130,Phòng này đã được đặt trước.,This room is reserved.,Vỡ lòng (A1),True,2968,sentence,simple,declarative,present_simple|passive|noun_phrase|determiner|noun|verb
10131,Tôi đã đặt phòng dưới tên Jones.,I have reserved a room in the name of Jones.,Sơ cấp (A2),True,2968,sentence,simple,declarative,present_perfect|pronoun|verb|noun|preposition|noun_phrase|prepositional_phrase
10132,Đi.,Go.,Vỡ lòng (A1),True,2969,word,,,verb
10133,Chúng ta nên đi đâu?,Where should we go?,Vỡ lòng (A1),True,2969,sentence,simple,interrogative,modal|question_form|adverb|pronoun|verb
10134,Sao chúng ta không đi khiêu vũ nhỉ?,Why don't we go dancing?,Vỡ lòng (A1),True,2969,sentence,simple,interrogative,present_simple|negation|question_form|pronoun|verb_phrase
10135,Cô ấy từ chối đi cùng tôi.,She refused to go with me.,Sơ cấp (A2),True,2969,sentence,simple,declarative,past_simple|pronoun|verb|prepositional_phrase
10136,Nên.,Should.,Vỡ lòng (A1),True,2970,word,,,modal|verb
10137,Tại sao chúng tôi nên tuyển dụng bạn?,Why should we hire you?,Vỡ lòng (A1),True,2970,sentence,simple,interrogative,modal|question_form|pronoun|verb
10138,Bạn nên đi khám mắt.,You should get your eyes examined.,Vỡ lòng (A1),True,2970,sentence,simple,declarative,modal|passive|pronoun|verb_phrase|noun_phrase
10139,Hàng hóa bị lỗi cần được trả lại cho nhà sản xuất.,Faulty goods should be returned to the manufacturers.,Trung cấp (B1),True,2970,sentence,simple,declarative,modal|passive|noun|adjective|preposition
10140,Tại sao?,Why?,Vỡ lòng (A1),True,2971,word,,,adverb|question_form
10141,"Tôi muốn hỏi, sao chúng ta không làm nhỉ?",I would like why don't we?,Vỡ lòng (A1),True,2971,sentence,complex,declarative,modal|present_simple|negation|question_form|pronoun|verb
