audio_file,subtitle
elCuqmWqd28_sentence_776.wav,She activates automatically.
elCuqmWqd28_sentence_821.wav,I can't understand the appeal of fishing.
elCuqmWqd28_sentence_831.wav,Wind direction is represented by arrows.
elCuqmWqd28_sentence_839.wav,His beginning in business is not really smooth.
elCuqmWqd28_sentence_840.wav,"It's not much, but at least it's a successful beginning."
elCuqmWqd28_sentence_847.wav,He's not the kind of person who always criticizes others.
fWtRSg0GLYc_sentence_011.wav,Congratulations on your success. You deserve it.
fWtRSg0GLYc_sentence_012.wav,There is no shortcut to success.
fWtRSg0GLYc_sentence_016.wav,Double.
fWtRSg0GLYc_sentence_018.wav,He's paid double for the same job.
fWtRSg0GLYc_sentence_030.wav,Excited.
fWtRSg0GLYc_sentence_053.wav,Can you estimate its value?
fWtRSg0GLYc_sentence_103.wav,Can you help look after the kids?
fWtRSg0GLYc_sentence_129.wav,I dare you to say that again.
fWtRSg0GLYc_sentence_150.wav,You deserve to be happy.
fWtRSg0GLYc_sentence_168.wav,I'll pass the information to our sales department.
fWtRSg0GLYc_sentence_177.wav,Break. When did she break the window?
fWtRSg0GLYc_sentence_181.wav,Let's take a 10-minute break. Notice
fWtRSg0GLYc_sentence_192.wav,"Although he has many friends, he is lonely."
fWtRSg0GLYc_sentence_193.wav,"Although she is over seventy, she is still very active."
fWtRSg0GLYc_sentence_204.wav,Have you ever donated blood? I'd like to have a blood test.
fWtRSg0GLYc_sentence_213.wav,I don't support his ideas.
fWtRSg0GLYc_sentence_217.wav,Thanks for your support. I appreciate it.
fWtRSg0GLYc_sentence_222.wav,She advised him to get exercise every day.
fWtRSg0GLYc_sentence_237.wav,"If you don't do it now, you'll regret it later."
fWtRSg0GLYc_sentence_267.wav,Kimchi is a traditional Korean dish.
fWtRSg0GLYc_sentence_274.wav,They crossed the border.
fWtRSg0GLYc_sentence_300.wav,"In general, she is a trustworthy person."
fWtRSg0GLYc_sentence_308.wav,She spent more money than usual.
fWtRSg0GLYc_sentence_309.wav,He came home later than usual.
fWtRSg0GLYc_sentence_313.wav,It's a mad idea.
fWtRSg0GLYc_sentence_323.wav,My wife works in a travel agency.
fWtRSg0GLYc_sentence_339.wav,The joy you give to others is the joy that comes back to you.
fWtRSg0GLYc_sentence_349.wav,Are you going to come?
fWtRSg0GLYc_sentence_350.wav,Perhaps
fWtRSg0GLYc_sentence_389.wav,I d single.
fWtRSg0GLYc_sentence_398.wav,Do you have any news to report?
fWtRSg0GLYc_sentence_440.wav,I don't want you involved in this.
fWtRSg0GLYc_sentence_461.wav,She surprised him with a kiss.
fWtRSg0GLYc_sentence_463.wav,Do you remember your first kiss?
fWtRSg0GLYc_sentence_471.wav,My father works in a factory.
fWtRSg0GLYc_sentence_472.wav,He has worked in this factory for eleven years.
fWtRSg0GLYc_sentence_479.wav,The bridge was built in the 1980s.
fWtRSg0GLYc_sentence_488.wav,Except
fWtRSg0GLYc_sentence_498.wav,I look forward to seeing you again.
fWtRSg0GLYc_sentence_513.wav,All of them are very poor.
fWtRSg0GLYc_sentence_514.wav,Speaker
fXyoyYdUOvc_sentence_000.wav,Tent
fXyoyYdUOvc_sentence_008.wav,allowed.
fXyoyYdUOvc_sentence_013.wav,I could not stop myself from crying aloud.
fXyoyYdUOvc_sentence_017.wav,What's your favorite TV program?
fXyoyYdUOvc_sentence_018.wav,This is an entertainment program.
fXyoyYdUOvc_sentence_020.wav,Program.
fXyoyYdUOvc_sentence_023.wav,Many T V programs have a bad influence on children.
fXyoyYdUOvc_sentence_038.wav,You're in a restricted area.
fXyoyYdUOvc_sentence_047.wav,His speech captured our attention.
fXyoyYdUOvc_sentence_055.wav,"Whenever I hear that song, I remember my youth."
fXyoyYdUOvc_sentence_074.wav,"Give me a pin, please."
fXyoyYdUOvc_sentence_093.wav,Clever.
fXyoyYdUOvc_sentence_113.wav,We sincerely apologize for our error.
fXyoyYdUOvc_sentence_128.wav,Celebration.
fXyoyYdUOvc_sentence_150.wav,There are billions of stars in the universe.
fXyoyYdUOvc_sentence_169.wav,How could you be so cruel?
fXyoyYdUOvc_sentence_183.wav,She gave me an approving nod.
fXyoyYdUOvc_sentence_184.wav,Approving.
fXyoyYdUOvc_sentence_187.wav,Cell phone.
fXyoyYdUOvc_sentence_192.wav,Her cell phone went bad because of the rain.
fXyoyYdUOvc_sentence_193.wav,They talk to each other on a cell phone for hours.
fXyoyYdUOvc_sentence_195.wav,Officially
fXyoyYdUOvc_sentence_199.wav,We are officially open today.
fXyoyYdUOvc_sentence_200.wav,Genuine
fXyoyYdUOvc_sentence_202.wav,She always showed genuine concern for others.
fXyoyYdUOvc_sentence_206.wav,The signature is genuine.
fXyoyYdUOvc_sentence_236.wav,She read the letter aloud to us.
fXyoyYdUOvc_sentence_238.wav,Efficiently.
fXyoyYdUOvc_sentence_245.wav,It's hard to work efficiently in such noisy environment.
fXyoyYdUOvc_sentence_249.wav,Upstairs.
fXyoyYdUOvc_sentence_253.wav,You can use the upstairs bathroom.
fXyoyYdUOvc_sentence_254.wav,Take these bags upstairs.
fXyoyYdUOvc_sentence_259.wav,I felt a lot of shame and embarrassment.
fXyoyYdUOvc_sentence_260.wav,Embarrassment
fXyoyYdUOvc_sentence_275.wav,Castle
fXyoyYdUOvc_sentence_277.wav,The castle is now in ruins.
fXyoyYdUOvc_sentence_279.wav,This castle is beautiful.
fXyoyYdUOvc_sentence_281.wav,"Seen from a distance, the big rock looks like an old castle."
fXyoyYdUOvc_sentence_289.wav,This song is relaxing. I like it.
fXyoyYdUOvc_sentence_293.wav,God.
fXyoyYdUOvc_sentence_294.wav,Oh my god!
fXyoyYdUOvc_sentence_295.wav,Do you believe in God?
fXyoyYdUOvc_sentence_299.wav,I swear to god I didn't do anything.
fXyoyYdUOvc_sentence_301.wav,I'd like to talk to you privately.
fXyoyYdUOvc_sentence_303.wav,Privately.
fXyoyYdUOvc_sentence_305.wav,Their children were educated privately.
fXyoyYdUOvc_sentence_308.wav,Collection
fXyoyYdUOvc_sentence_309.wav,He showed me his collection of butterflies.
fXyoyYdUOvc_sentence_321.wav,Properly.
fXyoyYdUOvc_sentence_332.wav,Tent.
fXyoyYdUOvc_sentence_338.wav,They arrived at the campsite and put up the tent.
fXyoyYdUOvc_sentence_340.wav,Encounter.
fXyoyYdUOvc_sentence_349.wav,We encountered many difficulties.
fXyoyYdUOvc_sentence_361.wav,He was very hurt by her cruel words.
fXyoyYdUOvc_sentence_370.wav,Would you like to see my stamp collection?
fXyoyYdUOvc_sentence_375.wav,Oddly.
fXyoyYdUOvc_sentence_379.wav,He is behaving oddly.
fXyoyYdUOvc_sentence_380.wav,Pregnant.
fXyoyYdUOvc_sentence_386.wav,She's six months pregnant.
fXyoyYdUOvc_sentence_408.wav,The television isn't working properly.
fXyoyYdUOvc_sentence_423.wav,How could you be so unkind?
fXyoyYdUOvc_sentence_433.wav,Please give me a spool of white thread.
fXyoyYdUOvc_sentence_434.wav,Thread.
fXyoyYdUOvc_sentence_437.wav,Treat.
fXyoyYdUOvc_sentence_462.wav,I turned red with embarrassment.
fXyoyYdUOvc_sentence_471.wav,efficiently.
fXyoyYdUOvc_sentence_473.wav,He gets things done quickly and efficiently.
fXyoyYdUOvc_sentence_478.wav,Accidental.
fXyoyYdUOvc_sentence_483.wav,That discovery was quite accidental.
fXyoyYdUOvc_sentence_485.wav,This is an accidental error.
fXyoyYdUOvc_sentence_489.wav,properly.
fXyoyYdUOvc_sentence_548.wav,I hate it when people can't pronounce my name properly.
fXyoyYdUOvc_sentence_559.wav,Everyone deserves to be treated with respect.
fXyoyYdUOvc_sentence_575.wav,Their wedding celebration is on December 20th.
fXyoyYdUOvc_sentence_590.wav,What do you think of our collection?
fXyoyYdUOvc_sentence_634.wav,He got his girlfriend pregnant and they're getting married.
fXyoyYdUOvc_sentence_636.wav,My wife is pregnant.
fXyoyYdUOvc_sentence_646.wav,I'm being treated like a criminal.
fXyoyYdUOvc_sentence_649.wav,My parents still treat me like a child.
fXyoyYdUOvc_sentence_664.wav,The birth of his son was a cause for celebration.
fXyoyYdUOvc_sentence_671.wav,The red.
fXyoyYdUOvc_sentence_672.wav,Her life is hanging by a thread.
fXyoyYdUOvc_sentence_688.wav,I don't think our meeting was accidental.
fXyoyYdUOvc_sentence_690.wav,Unkind.
fXyoyYdUOvc_sentence_694.wav,He was unkind to me.
fXyoyYdUOvc_sentence_732.wav,That was our first encounter.
fXyoyYdUOvc_sentence_734.wav,He encountered a friend on the road.
fXyoyYdUOvc_sentence_737.wav,We slept in a very small tent.
fXyoyYdUOvc_sentence_752.wav,"Treat your employees properly, they are your greatest assets."
fXyoyYdUOvc_sentence_802.wav,"I need some money, he said, with a tone of embarrassment."
fXyoyYdUOvc_sentence_809.wav,I'm trying to work more efficiently.
fXyoyYdUOvc_sentence_868.wav,She has a cruel fate.
fXyoyYdUOvc_sentence_920.wav,He is very severe with his children.
fYqpwIvbxIQ_sentence_007.wav,I'll take over your duties.
fYqpwIvbxIQ_sentence_072.wav,Initially the symptoms are mild.
fYqpwIvbxIQ_sentence_077.wav,She put me in a delicate situation.
fYqpwIvbxIQ_sentence_092.wav,Mixed
fYqpwIvbxIQ_sentence_095.wav,I have mixed feelings about this.
fYqpwIvbxIQ_sentence_145.wav,I want to talk to your superior.
fYqpwIvbxIQ_sentence_214.wav,The work is proceeding slowly.
fYqpwIvbxIQ_sentence_223.wav,Happily.
fYqpwIvbxIQ_sentence_224.wav,The story ends happily.
fYqpwIvbxIQ_sentence_230.wav,Lecture.
fYqpwIvbxIQ_sentence_250.wav,He participated in the debate.
fYqpwIvbxIQ_sentence_254.wav,We will debate this subject at the meeting.
fYqpwIvbxIQ_sentence_256.wav,Unreasonable.
fYqpwIvbxIQ_sentence_257.wav,Your demands are unreasonable.
fYqpwIvbxIQ_sentence_259.wav,climate.
fYqpwIvbxIQ_sentence_260.wav,The climate affected his health.
fYqpwIvbxIQ_sentence_289.wav,It's like a scene from a movie.
fYqpwIvbxIQ_sentence_312.wav,We're on the right track.
fYqpwIvbxIQ_sentence_330.wav,Pleasant.
fYqpwIvbxIQ_sentence_338.wav,What a pleasant surprise.
fYqpwIvbxIQ_sentence_341.wav,Parallel.
fYqpwIvbxIQ_sentence_355.wav,"She urged him to drive carefully, and"
fYqpwIvbxIQ_sentence_357.wav,I urged him to study harder.
fYqpwIvbxIQ_sentence_361.wav,I just got a promotion and a raise.
fYqpwIvbxIQ_sentence_371.wav,He got a position as a clerk.
fYqpwIvbxIQ_sentence_374.wav,She had been working as a bank clerk for almost three years.
fYqpwIvbxIQ_sentence_407.wav,"If you take my advice, your chances of winning will increase significantly."
fYqpwIvbxIQ_sentence_413.wav,My dream is to win a Nobel Prize.
fYqpwIvbxIQ_sentence_415.wav,She was awarded the Nobel Peace Prize.
fYqpwIvbxIQ_sentence_419.wav,Religious.
fYqpwIvbxIQ_sentence_422.wav,Religious
fYqpwIvbxIQ_sentence_428.wav,You should join a singing contest.
fYqpwIvbxIQ_sentence_432.wav,I don't usually sweat like this.
fYqpwIvbxIQ_sentence_441.wav,Politician
fYqpwIvbxIQ_sentence_444.wav,My uncle is a politician.
fYqpwIvbxIQ_sentence_445.wav,Who's your favorite politician?
fYqpwIvbxIQ_sentence_458.wav,Please look after my luggage.
fYqpwIvbxIQ_sentence_465.wav,I'm happy to hear that your injuries aren't serious.
fYqpwIvbxIQ_sentence_476.wav,What's the theme of the novel?
fYqpwIvbxIQ_sentence_503.wav,She stared at him with frightened eyes.
fYqpwIvbxIQ_sentence_504.wav,I'm not f superior.
fYqpwIvbxIQ_sentence_526.wav,I'm on duty from 9 a.m. to 5 p.m.
fYqpwIvbxIQ_sentence_544.wav,You are exaggerating the problem.
fYqpwIvbxIQ_sentence_557.wav,The murderer is now on trial.
fYqpwIvbxIQ_sentence_581.wav,Lecture
fYqpwIvbxIQ_sentence_582.wav,His lectures are terribly boring.
fYqpwIvbxIQ_sentence_587.wav,A few people clapped after his lecture.
fYqpwIvbxIQ_sentence_654.wav,Don't drag me into this.
fYqpwIvbxIQ_sentence_683.wav,I got promoted to manager yesterday.
fYqpwIvbxIQ_sentence_693.wav,The king always wears a crown.
fYqpwIvbxIQ_sentence_694.wav,Urge
fYqpwIvbxIQ_sentence_769.wav,I'm going to keep track of all the expenses on this trip.
fYqpwIvbxIQ_sentence_778.wav,duty.
fYqpwIvbxIQ_sentence_802.wav,I just pleasant.
fYqpwIvbxIQ_sentence_818.wav,The railroad is parallel to the river.
fYqpwIvbxIQ_sentence_842.wav,He has strong religious beliefs.
fYqpwIvbxIQ_sentence_848.wav,Injury
fYqpwIvbxIQ_sentence_857.wav,The cliff is almost vertical.
flLkzTtdkNM_sentence_016.wav,It's all over. There's nothing to be afraid of now.
flLkzTtdkNM_sentence_041.wav,We need to develop a new kind of energy.
flLkzTtdkNM_sentence_063.wav,I want to become a professional photographer.
flLkzTtdkNM_sentence_064.wav,The presentation was very professional and persuasive.
flLkzTtdkNM_sentence_070.wav,I'm aware of its importance.
flLkzTtdkNM_sentence_072.wav,Importance
flLkzTtdkNM_sentence_106.wav,He is very direct and honest.
flLkzTtdkNM_sentence_148.wav,The doctor advised him to cut down on drinking.
flLkzTtdkNM_sentence_215.wav,There is an urgent need for clean energy.
flLkzTtdkNM_sentence_223.wav,Let me make it plain to you.
flLkzTtdkNM_sentence_239.wav,We're trying to increase traffic to our website.
flLkzTtdkNM_sentence_240.wav,Form
flLkzTtdkNM_sentence_242.wav,You need to attach your photo to the application form.
flLkzTtdkNM_sentence_243.wav,The company was formed in nineteen eighty two.
flLkzTtdkNM_sentence_259.wav,I have nothing to say.
flLkzTtdkNM_sentence_262.wav,Intention
flLkzTtdkNM_sentence_277.wav,Thank.
flLkzTtdkNM_sentence_281.wav,Thank
flLkzTtdkNM_sentence_283.wav,Thank you for inviting me to your birthday party.
flLkzTtdkNM_sentence_292.wav,A cross.
flLkzTtdkNM_sentence_328.wav,Reservation.
flLkzTtdkNM_sentence_348.wav,The price has increased slightly.
flLkzTtdkNM_sentence_353.wav,Are you worried? Just slightly.
flLkzTtdkNM_sentence_360.wav,Overall.
flLkzTtdkNM_sentence_362.wav,"He made a few mistakes, but did well overall."
flLkzTtdkNM_sentence_366.wav,This is surely the best dessert you have ever made.
flLkzTtdkNM_sentence_400.wav,It's amazing how much money he spends every day.
flLkzTtdkNM_sentence_413.wav,Sentence
flLkzTtdkNM_sentence_416.wav,This is a simple sentence.
flLkzTtdkNM_sentence_422.wav,You should rewrite this sentence. It does not make sense.
flLkzTtdkNM_sentence_425.wav,She looks so tired today.
flLkzTtdkNM_sentence_433.wav,I was really tired after the long trip.
flLkzTtdkNM_sentence_468.wav,Suggestion.
flLkzTtdkNM_sentence_469.wav,Can I make a suggestion?
flLkzTtdkNM_sentence_470.wav,Do you have any suggestions?
flLkzTtdkNM_sentence_475.wav,What do you think of his suggestion?
flLkzTtdkNM_sentence_486.wav,You must avoid making such mistakes.
flLkzTtdkNM_sentence_488.wav,Don't avoid my question.
flLkzTtdkNM_sentence_495.wav,The main topic of conversation was his new girlfriend.
flLkzTtdkNM_sentence_509.wav,Window.
flLkzTtdkNM_sentence_515.wav,There's only one window in my room.
flLkzTtdkNM_sentence_525.wav,You're making a terrible mistake.
flLkzTtdkNM_sentence_531.wav,Shoe.
flLkzTtdkNM_sentence_535.wav,I've got a new pair of shoes.
flLkzTtdkNM_sentence_546.wav,Race
flLkzTtdkNM_sentence_554.wav,Who won the race?
flLkzTtdkNM_sentence_557.wav,Something
flLkzTtdkNM_sentence_561.wav,Would you like something to drink?
flLkzTtdkNM_sentence_615.wav,The news provoked an angry response.
flLkzTtdkNM_sentence_630.wav,That man stole my wallet.
flLkzTtdkNM_sentence_634.wav,I prefer to buy domestic rather than foreign products.
flLkzTtdkNM_sentence_645.wav,I feel depressed whenever I think about that problem.
flLkzTtdkNM_sentence_647.wav,Whenever.
flLkzTtdkNM_sentence_683.wav,Across.
flLkzTtdkNM_sentence_692.wav,What do you think of his unfriendly attitude?
flLkzTtdkNM_sentence_695.wav,She has a negative attitude towards life.
flLkzTtdkNM_sentence_714.wav,I can't think of any solution to this problem.
flLkzTtdkNM_sentence_724.wav,Air pollution is a serious global problem.
flLkzTtdkNM_sentence_728.wav,What are the advantages of this technology?
flLkzTtdkNM_sentence_733.wav,Modern technology has made our lives more comfortable.
flLkzTtdkNM_sentence_737.wav,It's nearly six o'clock.
flLkzTtdkNM_sentence_748.wav,How long have you been living in this island?
flLkzTtdkNM_sentence_753.wav,What's the meaning of this word?
flLkzTtdkNM_sentence_768.wav,That's surely a misunderstanding.
flLkzTtdkNM_sentence_806.wav,Their performance was amazing.
flLkzTtdkNM_sentence_815.wav,I bet you wish he'd come here to talk to you. Bet.
flLkzTtdkNM_sentence_824.wav,Is French more difficult than English?
flLkzTtdkNM_sentence_825.wav,difficult.
flLkzTtdkNM_sentence_826.wav,This question is difficult to answer.
flLkzTtdkNM_sentence_829.wav,Proper.
flLkzTtdkNM_sentence_830.wav,I will do it at the proper time.
flLkzTtdkNM_sentence_837.wav,Nothing is in its proper place.
flLkzTtdkNM_sentence_874.wav,I don't want what I'm about to say to be recorded.
flLkzTtdkNM_sentence_905.wav,What's your shoe size?
flLkzTtdkNM_sentence_917.wav,"Tear, tear."
flLkzTtdkNM_sentence_939.wav,Mention
flLkzTtdkNM_sentence_948.wav,She mentioned my name in her book.
flLkzTtdkNM_sentence_949.wav,Thanks for your help. Don't mention it.
flLkzTtdkNM_sentence_955.wav,I will be your tour guide today.
flLkzTtdkNM_sentence_969.wav,The film made$1 million in profit.
flLkzTtdkNM_sentence_970.wav,He works for a non-profit organization.
gPNgMoikiVo_sentence_000.wav,Duress.
gPNgMoikiVo_sentence_008.wav,Why do you want to dress like that?
gPNgMoikiVo_sentence_019.wav,Result.
gPNgMoikiVo_sentence_040.wav,I'm sorry to hear grateful.
gPNgMoikiVo_sentence_061.wav,We dated for three months.
gPNgMoikiVo_sentence_1001.wav,This story is based on actual events.
gPNgMoikiVo_sentence_1012.wav,I hope your wish will come true.
gPNgMoikiVo_sentence_1021.wav,I gave you an extra hour and you still didn't finish the job.
gPNgMoikiVo_sentence_1026.wav,May I ask you a quick question?
gPNgMoikiVo_sentence_1067.wav,Don't you know his name?
gPNgMoikiVo_sentence_1069.wav,He admitted his defeat.
gPNgMoikiVo_sentence_1070.wav,Flower
gPNgMoikiVo_sentence_1072.wav,Do you know the name of this flower?
gPNgMoikiVo_sentence_108.wav,This is the most amazing wedding party I've ever attended.
gPNgMoikiVo_sentence_1091.wav,I think he is concerned with the accident.
gPNgMoikiVo_sentence_1108.wav,First impressions are very important.
gPNgMoikiVo_sentence_1123.wav,Have you ever eaten Japanese food?
gPNgMoikiVo_sentence_1126.wav,Is it safe to swim in this lake?
gPNgMoikiVo_sentence_1145.wav,I don't fruit.
gPNgMoikiVo_sentence_118.wav,We must consider every aspect of the problem.
gPNgMoikiVo_sentence_147.wav,Stay here with us.
gPNgMoikiVo_sentence_156.wav,You can stay as long as you like.
gPNgMoikiVo_sentence_159.wav,Their daughter is 10 years old.
gPNgMoikiVo_sentence_238.wav,I don't think there's any significant damage.
gPNgMoikiVo_sentence_244.wav,I learned a lot from you.
gPNgMoikiVo_sentence_265.wav,She emphasized the importance of education.
gPNgMoikiVo_sentence_277.wav,There's something wrong with the T V.
gPNgMoikiVo_sentence_288.wav,I found this information quite useful.
gPNgMoikiVo_sentence_290.wav,Goal
gPNgMoikiVo_sentence_291.wav,The crowd yelled when he scored a goal.
gPNgMoikiVo_sentence_300.wav,He kicked the ball into the goal.
gPNgMoikiVo_sentence_318.wav,Get this stuff out of here.
gPNgMoikiVo_sentence_331.wav,Where are the kids?
gPNgMoikiVo_sentence_339.wav,"In the event of rain, the game will not be held."
gPNgMoikiVo_sentence_353.wav,Completely.
gPNgMoikiVo_sentence_362.wav,I am completely exhausted.
gPNgMoikiVo_sentence_412.wav,His
gPNgMoikiVo_sentence_423.wav,Stress is a major problem of modern life.
gPNgMoikiVo_sentence_434.wav,I got laid off yesterday.
gPNgMoikiVo_sentence_440.wav,Can you pick me up at the station?
gPNgMoikiVo_sentence_459.wav,Have a safe trip home.
gPNgMoikiVo_sentence_466.wav,Have grateful.
gPNgMoikiVo_sentence_474.wav,Be grateful for what you have and stop complaining.
gPNgMoikiVo_sentence_476.wav,What are you grateful for today?
gPNgMoikiVo_sentence_479.wav,Could you please help me clear the table?
gPNgMoikiVo_sentence_484.wav,Is there a book on the table?
gPNgMoikiVo_sentence_517.wav,Memory
gPNgMoikiVo_sentence_518.wav,He has a good memory.
gPNgMoikiVo_sentence_550.wav,I need an extra blanket.
gPNgMoikiVo_sentence_582.wav,Don't make fun of people.
gPNgMoikiVo_sentence_609.wav,What's the date today?
gPNgMoikiVo_sentence_618.wav,I'm dating a girl named Mary.
gPNgMoikiVo_sentence_629.wav,I laughed out loud when I saw him.
gPNgMoikiVo_sentence_665.wav,His speech made a strong impression on the students.
gPNgMoikiVo_sentence_667.wav,You made a good impression on me.
gPNgMoikiVo_sentence_671.wav,It's a lonely journey.
gPNgMoikiVo_sentence_673.wav,He lives alone and often feels lonely.
gPNgMoikiVo_sentence_678.wav,It's a lonely pain.
gPNgMoikiVo_sentence_691.wav,They hit him on the back strongly.
gPNgMoikiVo_sentence_701.wav,Reason
gPNgMoikiVo_sentence_708.wav,I don't see any reason why I have to apologize.
gPNgMoikiVo_sentence_770.wav,This shirt cost$25.
gPNgMoikiVo_sentence_778.wav,I'm sorry to hear that you got laid off.
gPNgMoikiVo_sentence_784.wav,I shouldn't stuff.
gPNgMoikiVo_sentence_792.wav,Don't forget your stuff.
gPNgMoikiVo_sentence_836.wav,He is a tough customer.
gPNgMoikiVo_sentence_841.wav,"Since there were no customers, we closed the shop early."
gPNgMoikiVo_sentence_842.wav,Why don't you call customer service?
gPNgMoikiVo_sentence_859.wav,Is it hard to learn English?
gPNgMoikiVo_sentence_861.wav,What are you learning?
gPNgMoikiVo_sentence_912.wav,She's a modern girl.
gPNgMoikiVo_sentence_917.wav,I cancelled my hotel reservations and stayed with friends.
gPNgMoikiVo_sentence_922.wav,They arrived at the hotel.
gPNgMoikiVo_sentence_926.wav,Will you marry me?
gPNgMoikiVo_sentence_944.wav,Cake Coffee
gPNgMoikiVo_sentence_946.wav,We went out for a coffee.
gPNgMoikiVo_sentence_947.wav,Could I have some more coffee?
gPNgMoikiVo_sentence_948.wav,Coffee.
gPNgMoikiVo_sentence_971.wav,It is obvious that he is right.
gPNgMoikiVo_sentence_975.wav,I don't want to rest.
gPNgMoikiVo_sentence_976.wav,I advised him to take a rest.
gPNgMoikiVo_sentence_992.wav,How many pens do you have?
gPNgMoikiVo_sentence_995.wav,How many event?
gUE72PlGRi0_sentence_005.wav,This channel is only available on cable.
gUE72PlGRi0_sentence_040.wav,Sugar dissolves in water.
gUE72PlGRi0_sentence_048.wav,The two countries established diplomatic relations in 1992.
gUE72PlGRi0_sentence_073.wav,Servant
gUE72PlGRi0_sentence_091.wav,Dismiss
gUE72PlGRi0_sentence_092.wav,The professor dismissed his ideas.
gUE72PlGRi0_sentence_170.wav,I accidentally stepped on her toe.
gUE72PlGRi0_sentence_171.wav,She tapped her toes to the music.
gUE72PlGRi0_sentence_197.wav,Pay attention to the traffic signals.
gUE72PlGRi0_sentence_198.wav,He signaled me to stop.
gUE72PlGRi0_sentence_239.wav,A series of events will take place.
gUE72PlGRi0_sentence_254.wav,"I want to be your ally, not your enemy."
gUE72PlGRi0_sentence_274.wav,He will inevitably hurt himself because he takes too many risks.
gUE72PlGRi0_sentence_281.wav,"Celebrate what you've accomplished, but raise the bar a little higher each time you succeed."
gUE72PlGRi0_sentence_360.wav,That very commonly happens.
gUE72PlGRi0_sentence_361.wav,Me.
gUE72PlGRi0_sentence_362.wav,My knee is bleeding.
gUE72PlGRi0_sentence_363.wav,My knee hurts after sitting for a while.
gUE72PlGRi0_sentence_369.wav,concert.
gUE72PlGRi0_sentence_371.wav,I wish I could go to the concert.
gUE72PlGRi0_sentence_373.wav,The concert was so amazing.
gUE72PlGRi0_sentence_375.wav,Can I buy a ticket for the concert here?
gUE72PlGRi0_sentence_384.wav,Queen
gUE72PlGRi0_sentence_385.wav,The rose is called the queen of flowers.
gUE72PlGRi0_sentence_389.wav,She is known as the Queen of Fashion.
gUE72PlGRi0_sentence_392.wav,Statue
gUE72PlGRi0_sentence_393.wav,This is a life-size statue.
gUE72PlGRi0_sentence_413.wav,"10,000 meters of cable was used for this building."
gUE72PlGRi0_sentence_421.wav,"This cable is over 3,000 meters long."
gUE72PlGRi0_sentence_422.wav,Fashionable.
gUE72PlGRi0_sentence_424.wav,Tattoos are very fashionable among young people lately.
gUE72PlGRi0_sentence_454.wav,Gentlemen
gUE72PlGRi0_sentence_455.wav,There's a gentleman at the door.
gUE72PlGRi0_sentence_456.wav,"Good evening, ladies and gentlemen."
gUE72PlGRi0_sentence_457.wav,Who is that gentleman?
gUE72PlGRi0_sentence_458.wav,Their bandage.
gUE72PlGRi0_sentence_465.wav,Bandage the foot so that the ankle is supported.
gUE72PlGRi0_sentence_469.wav,We found new ways to tackle the problem.
gUE72PlGRi0_sentence_482.wav,"Discipline is doing what you know needs to be done, even though you don't want to."
gUE72PlGRi0_sentence_549.wav,We're not going to harm you.
gUE72PlGRi0_sentence_560.wav,Faith is to believe what you do not see.
gUE72PlGRi0_sentence_596.wav,Cow.
gUE72PlGRi0_sentence_628.wav,They treat their mother like a servant.
gUE72PlGRi0_sentence_635.wav,I'm not your servant.
gUE72PlGRi0_sentence_684.wav,Tom donates half his salary to his favorite charity.
gUE72PlGRi0_sentence_701.wav,She always wears fashionable clothes.
gUE72PlGRi0_sentence_737.wav,Toe.
gUE72PlGRi0_sentence_745.wav,She celebrated with a glass of champagne.
gUE72PlGRi0_sentence_768.wav,An awful accident will happen inevitably if you drive at 140 kilometers per hour.
gUE72PlGRi0_sentence_800.wav,Drum
gUE72PlGRi0_sentence_820.wav,I'll tackle my homework later.
gUE72PlGRi0_sentence_835.wav,We're in the middle of a crisis.
gUE72PlGRi0_sentence_839.wav,There will be an economic crisis at the end of this year.
gUE72PlGRi0_sentence_868.wav,Primary
gUE72PlGRi0_sentence_871.wav,The primary aim of this course is to improve your spoken English.
gUE72PlGRi0_sentence_877.wav,He exchanged his cow for two horses.
gUE72PlGRi0_sentence_883.wav,The cows are eating grass.
gUE72PlGRi0_sentence_885.wav,Is that the way you milk a cow?
gskdnimT5iY_sentence_001.wav,It was much more difficult than I initially thought.
gskdnimT5iY_sentence_008.wav,bid he bid three hundred dollars for the bicycle.
gskdnimT5iY_sentence_012.wav,He bid$300 for the bicycle.
gskdnimT5iY_sentence_014.wav,Any higher bids?
gskdnimT5iY_sentence_016.wav,The firm decided to bid on the new bridge.
gskdnimT5iY_sentence_082.wav,She has absolutely no enemies.
gskdnimT5iY_sentence_084.wav,the enemy attacked from behind.
gskdnimT5iY_sentence_100.wav,Her talents are quite extraordinary.
gskdnimT5iY_sentence_170.wav,They will survey the land again this month.
gskdnimT5iY_sentence_184.wav,Imaginary.
gskdnimT5iY_sentence_191.wav,They are imaginary fears and do not exist.
gskdnimT5iY_sentence_209.wav,You've got nothing to be ashamed of.
gskdnimT5iY_sentence_216.wav,She was given a raise by her employer.
gskdnimT5iY_sentence_255.wav,The police were heavily armed.
gskdnimT5iY_sentence_276.wav,Apparently they are getting divorced soon.
gskdnimT5iY_sentence_287.wav,Is there any butter in the refrigerator?
gskdnimT5iY_sentence_288.wav,Our refrigerator isn't working.
gskdnimT5iY_sentence_380.wav,My father rewarded me a new computer.
gskdnimT5iY_sentence_381.wav,She works on a computer 15 hours a day.
gskdnimT5iY_sentence_393.wav,Employer.
