source_audio_path,en_source_text,vi_translation,cefr_level
fXyoyYdUOvc_sentence_289.wav,This song is relaxing. I like it.,"Bài hát này rất thư giãn, tôi thích nó.",A1
fXyoyYdUOvc_sentence_293.wav,God.,Chúa ơi.,A1
fXyoyYdUOvc_sentence_294.wav,Oh my god!,Ôi chúa ơi!,A1
fXyoyYdUOvc_sentence_295.wav,Do you believe in God?,Anh có tin vào Chúa không?,A1
fXyoyYdUOvc_sentence_299.wav,I swear to god I didn't do anything.,"Thề có Chúa, tôi không làm gì hết.",A1
fXyoyYdUOvc_sentence_301.wav,I'd like to talk to you privately.,Tôi muốn nói chuyện riêng với anh.,A2
fXyoyYdUOvc_sentence_303.wav,Privately.,Giữ kín.,A2
fXyoyYdUOvc_sentence_305.wav,Their children were educated privately.,Con cái của họ được giáo dục riêng.,A2
fXyoyYdUOvc_sentence_308.wav,Collection,Bộ sưu tập,A2
fXyoyYdUOvc_sentence_309.wav,He showed me his collection of butterflies.,Ông ấy cho tôi xem bộ sưu tập bướm.,A1
fXyoyYdUOvc_sentence_321.wav,Properly.,Đúng vậy.,A1
fXyoyYdUOvc_sentence_332.wav,Tent.,Lều.,A1
fXyoyYdUOvc_sentence_338.wav,They arrived at the campsite and put up the tent.,Họ đến khu cắm trại và dựng lều lên.,A2
fXyoyYdUOvc_sentence_340.wav,Encounter.,Encounter (bằng tiếng Anh).,A2
fXyoyYdUOvc_sentence_349.wav,We encountered many difficulties.,Chúng tôi gặp nhiều khó khăn.,A2
fXyoyYdUOvc_sentence_361.wav,He was very hurt by her cruel words.,Anh ta rất đau đớn bởi những lời tàn nhẫn của cô.,A2
fXyoyYdUOvc_sentence_370.wav,Would you like to see my stamp collection?,Anh có muốn xem bộ sưu tập tem của tôi không?,A2
fXyoyYdUOvc_sentence_375.wav,Oddly.,Lạ thật.,A2
fXyoyYdUOvc_sentence_379.wav,He is behaving oddly.,Anh ta đang cư xử kỳ lạ.,A2
fXyoyYdUOvc_sentence_380.wav,Pregnant.,Mang thai.,A1
fXyoyYdUOvc_sentence_386.wav,She's six months pregnant.,Cô ấy mang thai sáu tháng.,A1
fXyoyYdUOvc_sentence_408.wav,The television isn't working properly.,TV không hoạt động bình thường.,A2
fXyoyYdUOvc_sentence_423.wav,How could you be so unkind?,Sao anh có thể tàn nhẫn thế?,A1
fXyoyYdUOvc_sentence_433.wav,Please give me a spool of white thread.,Làm ơn cho tôi một cuộn chỉ trắng.,A2
fXyoyYdUOvc_sentence_434.wav,Thread.,Chỉ.,A2
fXyoyYdUOvc_sentence_437.wav,Treat.,Điều trị.,A1
fXyoyYdUOvc_sentence_462.wav,I turned red with embarrassment.,Mặt tôi đỏ lên vì xấu hổ.,A2
fXyoyYdUOvc_sentence_471.wav,efficiently.,Một cách hiệu quả.,A2
fXyoyYdUOvc_sentence_473.wav,He gets things done quickly and efficiently.,Anh ấy hoàn thành công việc nhanh chóng và hiệu quả.,A2
fXyoyYdUOvc_sentence_478.wav,Accidental.,Tình cờ.,A2
fXyoyYdUOvc_sentence_483.wav,That discovery was quite accidental.,Khám phá đó khá tình cờ.,A2
fXyoyYdUOvc_sentence_485.wav,This is an accidental error.,Đây là một lỗi vô tình.,A2
fXyoyYdUOvc_sentence_489.wav,properly.,"Nếu bạn không thể tự mình làm điều này, hãy thử tìm một người bạn có thể giúp bạn làm điều này.",A1
fXyoyYdUOvc_sentence_548.wav,I hate it when people can't pronounce my name properly.,Tôi ghét khi người ta không thể phát âm tên tôi đúng.,A2
fXyoyYdUOvc_sentence_559.wav,Everyone deserves to be treated with respect.,Mọi người đều xứng đáng được đối xử tôn trọng.,A1
fXyoyYdUOvc_sentence_575.wav,Their wedding celebration is on December 20th.,Lễ cưới của họ là vào ngày 20 tháng 12.,A2
fXyoyYdUOvc_sentence_590.wav,What do you think of our collection?,Anh nghĩ sao về bộ sưu tập của chúng tôi?,A1
fXyoyYdUOvc_sentence_634.wav,He got his girlfriend pregnant and they're getting married.,Anh ta làm bạn gái có bầu và họ sẽ cưới nhau.,A2
fXyoyYdUOvc_sentence_636.wav,My wife is pregnant.,Vợ tôi đang mang thai.,A1
fXyoyYdUOvc_sentence_646.wav,I'm being treated like a criminal.,Tôi đang bị đối xử như một tên tội phạm.,A1
fXyoyYdUOvc_sentence_649.wav,My parents still treat me like a child.,Bố mẹ tôi vẫn đối xử với tôi như một đứa trẻ.,A1
fXyoyYdUOvc_sentence_664.wav,The birth of his son was a cause for celebration.,Sự ra đời của con trai ông là một lý do để ăn mừng.,A2
fXyoyYdUOvc_sentence_671.wav,The red.,Màu đỏ.,A1
fXyoyYdUOvc_sentence_672.wav,Her life is hanging by a thread.,Mạng sống của cô ấy như chỉ mành treo chuông.,A2
fXyoyYdUOvc_sentence_688.wav,I don't think our meeting was accidental.,Tôi không nghĩ cuộc gặp của chúng ta là tình cờ.,A2
fXyoyYdUOvc_sentence_690.wav,Unkind.,Không tử tế.,A2
fXyoyYdUOvc_sentence_694.wav,He was unkind to me.,Hắn không tốt với tôi.,A2
fXyoyYdUOvc_sentence_732.wav,That was our first encounter.,Đó là lần đầu tiên chúng tôi gặp nhau.,A1
fXyoyYdUOvc_sentence_734.wav,He encountered a friend on the road.,Anh gặp một người bạn trên đường.,A2
fXyoyYdUOvc_sentence_737.wav,We slept in a very small tent.,Chúng tôi ngủ trong một cái lều rất nhỏ.,A2
fXyoyYdUOvc_sentence_752.wav,"Treat your employees properly, they are your greatest assets.","Đối xử tốt với nhân viên, họ là tài sản quý giá nhất của bạn.",A2
fXyoyYdUOvc_sentence_802.wav,"I need some money, he said, with a tone of embarrassment.","Tôi cần ít tiền, hắn nói, với một giọng ngượng ngùng.",A2
fXyoyYdUOvc_sentence_809.wav,I'm trying to work more efficiently.,Tôi đang cố làm việc hiệu quả hơn.,A2
fXyoyYdUOvc_sentence_868.wav,She has a cruel fate.,Cô ta có một số phận tàn nhẫn.,A2
fXyoyYdUOvc_sentence_920.wav,He is very severe with his children.,Ông rất nghiêm khắc với con cái của mình.,A2
fYqpwIvbxIQ_sentence_007.wav,I'll take over your duties.,Tôi sẽ tiếp quản nhiệm vụ của anh.,A2
fYqpwIvbxIQ_sentence_072.wav,Initially the symptoms are mild.,Ban đầu các triệu chứng là nhẹ.,A2
fYqpwIvbxIQ_sentence_077.wav,She put me in a delicate situation.,Cô ta đẩy tôi vào tình huống nhạy cảm.,A2
fYqpwIvbxIQ_sentence_092.wav,Mixed,Trộn,A2
fYqpwIvbxIQ_sentence_095.wav,I have mixed feelings about this.,Tôi có cảm giác lẫn lộn về chuyện này.,A1
fYqpwIvbxIQ_sentence_145.wav,I want to talk to your superior.,Tôi muốn nói chuyện với cấp trên của anh.,A2
fYqpwIvbxIQ_sentence_214.wav,The work is proceeding slowly.,Công việc đang tiến triển chậm.,A2
fYqpwIvbxIQ_sentence_223.wav,Happily.,Hạnh phúc.,A2
fYqpwIvbxIQ_sentence_224.wav,The story ends happily.,Câu chuyện kết thúc một cách hạnh phúc.,A2
fYqpwIvbxIQ_sentence_230.wav,Lecture.,Bài giảng.,A1
fYqpwIvbxIQ_sentence_250.wav,He participated in the debate.,Ông đã tham gia vào cuộc tranh luận.,A2
fYqpwIvbxIQ_sentence_254.wav,We will debate this subject at the meeting.,Chúng ta sẽ thảo luận về chủ đề này tại cuộc họp.,A2
fYqpwIvbxIQ_sentence_256.wav,Unreasonable.,Bất hợp lý.,A2
fYqpwIvbxIQ_sentence_257.wav,Your demands are unreasonable.,Yêu cầu của anh không hợp lý.,A2
fYqpwIvbxIQ_sentence_259.wav,climate.,Khí hậu.,A2
fYqpwIvbxIQ_sentence_260.wav,The climate affected his health.,Khí hậu ảnh hưởng đến sức khoẻ của ông.,A2
fYqpwIvbxIQ_sentence_289.wav,It's like a scene from a movie.,Nó giống như một cảnh trong phim vậy.,A1
fYqpwIvbxIQ_sentence_312.wav,We're on the right track.,Chúng ta đang đi đúng hướng.,A2
fYqpwIvbxIQ_sentence_330.wav,Pleasant.,Pleasant.,A1
fYqpwIvbxIQ_sentence_338.wav,What a pleasant surprise.,Thật là một ngạc nhiên thú vị.,A1
fYqpwIvbxIQ_sentence_341.wav,Parallel.,Song song.,A2
fYqpwIvbxIQ_sentence_355.wav,"She urged him to drive carefully, and","Cô thúc giục anh ta lái xe cẩn thận, và",A2
fYqpwIvbxIQ_sentence_357.wav,I urged him to study harder.,Tôi thúc giục anh ta học chăm chỉ hơn.,A1
fYqpwIvbxIQ_sentence_361.wav,I just got a promotion and a raise.,Tôi vừa được thăng chức và được tăng lương.,A2
fYqpwIvbxIQ_sentence_371.wav,He got a position as a clerk.,Ông ấy có một vị trí thư ký.,A2
fYqpwIvbxIQ_sentence_374.wav,She had been working as a bank clerk for almost three years.,Bà đã làm thư ký ngân hàng gần ba năm.,A2
fYqpwIvbxIQ_sentence_407.wav,"If you take my advice, your chances of winning will increase significantly.","Nếu anh nghe lời khuyên của tôi, cơ hội chiến thắng của anh sẽ tăng lên đáng kể.",A2
fYqpwIvbxIQ_sentence_413.wav,My dream is to win a Nobel Prize.,Ước mơ của tôi là giành giải Nobel.,A2
fYqpwIvbxIQ_sentence_415.wav,She was awarded the Nobel Peace Prize.,Bà đã được trao giải Nobel Hoà bình.,A2
fYqpwIvbxIQ_sentence_419.wav,Religious.,Tôn giáo.,A1
fYqpwIvbxIQ_sentence_422.wav,Religious,Tôn giáo,A1
fYqpwIvbxIQ_sentence_428.wav,You should join a singing contest.,Cậu nên tham gia một cuộc thi hát.,A1
fYqpwIvbxIQ_sentence_432.wav,I don't usually sweat like this.,Tôi không hay đổ mồ hôi như thế này.,A2
fYqpwIvbxIQ_sentence_441.wav,Politician,Chính trị gia,A1
fYqpwIvbxIQ_sentence_444.wav,My uncle is a politician.,Chú tôi là một chính trị gia.,A2
fYqpwIvbxIQ_sentence_445.wav,Who's your favorite politician?,Chính trị gia yêu thích của anh là ai?,A2
fYqpwIvbxIQ_sentence_458.wav,Please look after my luggage.,Xin hãy trông hành lý của tôi.,A1
fYqpwIvbxIQ_sentence_465.wav,I'm happy to hear that your injuries aren't serious.,Tôi rất vui khi nghe tin vết thương của anh không nghiêm trọng.,A2
fYqpwIvbxIQ_sentence_476.wav,What's the theme of the novel?,Chủ đề của cuốn tiểu thuyết là gì?,A2
fYqpwIvbxIQ_sentence_503.wav,She stared at him with frightened eyes.,Cô bé nhìn chằm chằm vào nó với đôi mắt hoảng sợ.,A2
fYqpwIvbxIQ_sentence_504.wav,I'm not f superior.,Tôi không phải là cấp trên.,A2
fYqpwIvbxIQ_sentence_526.wav,I'm on duty from 9 a.m. to 5 p.m.,Tôi trực từ 9 giờ sáng đến 5 giờ chiều.,A2
fYqpwIvbxIQ_sentence_544.wav,You are exaggerating the problem.,Anh đang phóng đại vấn đề.,A2
fYqpwIvbxIQ_sentence_557.wav,The murderer is now on trial.,Kẻ giết người đang bị xét xử.,A2
fYqpwIvbxIQ_sentence_581.wav,Lecture,Bài giảng,A1
fYqpwIvbxIQ_sentence_582.wav,His lectures are terribly boring.,Các bài giảng của ông ấy chán kinh khủng.,A2
fYqpwIvbxIQ_sentence_587.wav,A few people clapped after his lecture.,Một vài người vỗ tay sau bài giảng của ông.,A2
fYqpwIvbxIQ_sentence_654.wav,Don't drag me into this.,Đừng lôi tôi vào chuyện này.,A1
fYqpwIvbxIQ_sentence_683.wav,I got promoted to manager yesterday.,Hôm qua tôi được thăng chức quản lý.,A2
fYqpwIvbxIQ_sentence_693.wav,The king always wears a crown.,Nhà vua luôn đội vương miện.,A2
fYqpwIvbxIQ_sentence_694.wav,Urge,Ham muốn,A2
fYqpwIvbxIQ_sentence_769.wav,I'm going to keep track of all the expenses on this trip.,Tôi sẽ theo dõi tất cả các chi phí trong chuyến đi này.,A2
fYqpwIvbxIQ_sentence_778.wav,duty.,- Anh có thể làm được không?,A1
fYqpwIvbxIQ_sentence_802.wav,I just pleasant.,Tôi chỉ dễ chịu.,A1
fYqpwIvbxIQ_sentence_818.wav,The railroad is parallel to the river.,Đường sắt song song với dòng sông.,A2
fYqpwIvbxIQ_sentence_842.wav,He has strong religious beliefs.,Anh ấy có niềm tin tôn giáo mạnh mẽ.,A2
fYqpwIvbxIQ_sentence_848.wav,Injury,Bị thương,A1
fYqpwIvbxIQ_sentence_857.wav,The cliff is almost vertical.,Vách đá gần như thẳng đứng.,A2
flLkzTtdkNM_sentence_016.wav,It's all over. There's nothing to be afraid of now.,"Tất cả đã kết thúc rồi, không còn gì phải sợ nữa.",A1
flLkzTtdkNM_sentence_041.wav,We need to develop a new kind of energy.,Chúng ta cần phát triển một loại năng lượng mới.,A2
flLkzTtdkNM_sentence_063.wav,I want to become a professional photographer.,Tôi muốn trở thành một nhiếp ảnh gia chuyên nghiệp.,A1
flLkzTtdkNM_sentence_064.wav,The presentation was very professional and persuasive.,Bài thuyết trình rất chuyên nghiệp và thuyết phục.,A2
flLkzTtdkNM_sentence_070.wav,I'm aware of its importance.,Tôi biết tầm quan trọng của nó.,A2
flLkzTtdkNM_sentence_072.wav,Importance,Tầm quan trọng,A1
flLkzTtdkNM_sentence_106.wav,He is very direct and honest.,Anh ấy rất thẳng thắn và trung thực.,A2
flLkzTtdkNM_sentence_148.wav,The doctor advised him to cut down on drinking.,Bác sĩ khuyên anh ta nên giảm uống rượu.,A2
flLkzTtdkNM_sentence_215.wav,There is an urgent need for clean energy.,Có một nhu cầu cấp thiết về năng lượng sạch.,A2
flLkzTtdkNM_sentence_223.wav,Let me make it plain to you.,Để tôi nói rõ cho anh nghe.,A2
flLkzTtdkNM_sentence_239.wav,We're trying to increase traffic to our website.,Chúng tôi đang cố gắng tăng lưu lượng truy cập vào trang web của chúng tôi.,A2
flLkzTtdkNM_sentence_240.wav,Form,Hình thức,A2
flLkzTtdkNM_sentence_242.wav,You need to attach your photo to the application form.,Bạn cần đính kèm ảnh vào mẫu đơn.,A2
flLkzTtdkNM_sentence_243.wav,The company was formed in nineteen eighty two.,Công ty được thành lập vào năm 1982.,A2
flLkzTtdkNM_sentence_259.wav,I have nothing to say.,Tôi không có gì để nói.,A1
flLkzTtdkNM_sentence_262.wav,Intention,Ý định,A1
flLkzTtdkNM_sentence_277.wav,Thank.,Cảm ơn.,A1
flLkzTtdkNM_sentence_281.wav,Thank,Cảm ơn,A1
flLkzTtdkNM_sentence_283.wav,Thank you for inviting me to your birthday party.,Cảm ơn vì đã mời tôi đến dự tiệc sinh nhật của cô.,A1
flLkzTtdkNM_sentence_292.wav,A cross.,Một cây thánh giá.,A1
flLkzTtdkNM_sentence_328.wav,Reservation.,Đặt phòng.,A2
flLkzTtdkNM_sentence_348.wav,The price has increased slightly.,Giá đã tăng nhẹ.,A2
flLkzTtdkNM_sentence_353.wav,Are you worried? Just slightly.,Anh có lo lắng không?,A1
flLkzTtdkNM_sentence_360.wav,Overall.,Nhìn chung.,A2
flLkzTtdkNM_sentence_362.wav,"He made a few mistakes, but did well overall.","Ông đã phạm một vài sai lầm, nhưng làm tốt tổng thể.",A2
flLkzTtdkNM_sentence_366.wav,This is surely the best dessert you have ever made.,Đây chắc chắn là món tráng miệng ngon nhất mà anh từng làm.,A1
flLkzTtdkNM_sentence_400.wav,It's amazing how much money he spends every day.,Thật ngạc nhiên khi thấy anh ta tiêu tiền mỗi ngày.,A2
flLkzTtdkNM_sentence_413.wav,Sentence,Câu,A1
flLkzTtdkNM_sentence_416.wav,This is a simple sentence.,Đây là một câu đơn giản.,A1
flLkzTtdkNM_sentence_422.wav,You should rewrite this sentence. It does not make sense.,Anh nên viết lại câu này. Nó không có nghĩa gì cả.,A2
flLkzTtdkNM_sentence_425.wav,She looks so tired today.,Hôm nay trông cô ấy mệt mỏi quá.,A1
flLkzTtdkNM_sentence_433.wav,I was really tired after the long trip.,Tôi đã rất mệt sau chuyến đi dài.,A1
flLkzTtdkNM_sentence_468.wav,Suggestion.,Gợi ý.,A2
flLkzTtdkNM_sentence_469.wav,Can I make a suggestion?,Tôi có một đề nghị được không?,A1
flLkzTtdkNM_sentence_470.wav,Do you have any suggestions?,Anh có đề nghị gì không?,A1
flLkzTtdkNM_sentence_475.wav,What do you think of his suggestion?,Anh nghĩ sao về đề nghị của anh ta?,A2
flLkzTtdkNM_sentence_486.wav,You must avoid making such mistakes.,Bạn phải tránh phạm phải sai lầm như vậy.,A2
flLkzTtdkNM_sentence_488.wav,Don't avoid my question.,Đừng tránh né câu hỏi của tôi.,A1
flLkzTtdkNM_sentence_495.wav,The main topic of conversation was his new girlfriend.,Chủ đề chính của cuộc trò chuyện là bạn gái mới của anh.,A2
flLkzTtdkNM_sentence_509.wav,Window.,Cửa sổ.,A1
flLkzTtdkNM_sentence_515.wav,There's only one window in my room.,Chỉ có một cửa sổ trong phòng tôi.,A1
flLkzTtdkNM_sentence_525.wav,You're making a terrible mistake.,Anh đang phạm sai lầm khủng khiếp.,A1
flLkzTtdkNM_sentence_531.wav,Shoe.,- Giày.,A1
flLkzTtdkNM_sentence_535.wav,I've got a new pair of shoes.,Tôi có một đôi giày mới.,A1
flLkzTtdkNM_sentence_546.wav,Race,Chủng tộc,A1
flLkzTtdkNM_sentence_554.wav,Who won the race?,Ai thắng cuộc đua?,A2
flLkzTtdkNM_sentence_557.wav,Something,Cái gì đó,A1
flLkzTtdkNM_sentence_561.wav,Would you like something to drink?,Anh muốn uống gì không?,A1
flLkzTtdkNM_sentence_615.wav,The news provoked an angry response.,Tin tức gây ra một phản ứng giận dữ.,A2
flLkzTtdkNM_sentence_630.wav,That man stole my wallet.,Gã đó đã lấy ví của tôi.,A1
flLkzTtdkNM_sentence_634.wav,I prefer to buy domestic rather than foreign products.,Tôi thích mua hàng nội địa hơn là hàng nước ngoài.,A2
flLkzTtdkNM_sentence_645.wav,I feel depressed whenever I think about that problem.,Tôi cảm thấy chán nản mỗi khi nghĩ về vấn đề đó.,A2
flLkzTtdkNM_sentence_647.wav,Whenever.,Bất cứ khi nào.,A1
flLkzTtdkNM_sentence_683.wav,Across.,Ngang qua.,A1
flLkzTtdkNM_sentence_692.wav,What do you think of his unfriendly attitude?,Anh nghĩ sao về thái độ không thân thiện của anh ta?,A2
flLkzTtdkNM_sentence_695.wav,She has a negative attitude towards life.,Cô ấy có thái độ tiêu cực với cuộc sống.,A2
flLkzTtdkNM_sentence_714.wav,I can't think of any solution to this problem.,Tôi không thể nghĩ ra giải pháp nào cho vấn đề này.,A2
flLkzTtdkNM_sentence_724.wav,Air pollution is a serious global problem.,Ô nhiễm không khí là một vấn đề nghiêm trọng toàn cầu.,A2
flLkzTtdkNM_sentence_728.wav,What are the advantages of this technology?,Những lợi thế của công nghệ này là gì?,A2
flLkzTtdkNM_sentence_733.wav,Modern technology has made our lives more comfortable.,Công nghệ hiện đại đã làm cho cuộc sống của chúng ta thoải mái hơn.,A2
flLkzTtdkNM_sentence_737.wav,It's nearly six o'clock.,Gần 6 giờ rồi.,A1
flLkzTtdkNM_sentence_748.wav,How long have you been living in this island?,Anh sống trên đảo này bao lâu rồi?,A1
flLkzTtdkNM_sentence_753.wav,What's the meaning of this word?,Từ này nghĩa là gì?,A2
flLkzTtdkNM_sentence_768.wav,That's surely a misunderstanding.,Chắc chắn là hiểu lầm rồi.,A2
flLkzTtdkNM_sentence_806.wav,Their performance was amazing.,Màn trình diễn của họ thật tuyệt vời.,A1
flLkzTtdkNM_sentence_815.wav,I bet you wish he'd come here to talk to you. Bet.,Tôi cá là anh ước gì hắn tới đây để nói chuyện với anh.,A2
flLkzTtdkNM_sentence_824.wav,Is French more difficult than English?,Tiếng Pháp có khó hơn tiếng Anh không?,A2
flLkzTtdkNM_sentence_825.wav,difficult.,Khó khăn.,A1
flLkzTtdkNM_sentence_826.wav,This question is difficult to answer.,Câu hỏi này rất khó trả lời.,A2
flLkzTtdkNM_sentence_829.wav,Proper.,Đúng.,A1
flLkzTtdkNM_sentence_830.wav,I will do it at the proper time.,Tôi sẽ làm điều đó vào thời điểm thích hợp.,A2
flLkzTtdkNM_sentence_837.wav,Nothing is in its proper place.,Không có gì ở đúng chỗ của nó.,A2
flLkzTtdkNM_sentence_874.wav,I don't want what I'm about to say to be recorded.,Tôi không muốn những gì tôi sắp nói bị ghi âm lại.,A2
flLkzTtdkNM_sentence_905.wav,What's your shoe size?,Cỡ giày của anh là bao nhiêu?,A1
flLkzTtdkNM_sentence_917.wav,"Tear, tear.","Nước mắt, nước mắt.",A1
flLkzTtdkNM_sentence_939.wav,Mention,Đề cập,A1
flLkzTtdkNM_sentence_948.wav,She mentioned my name in her book.,Bà ấy có nhắc đến tên tôi trong sách.,A1
flLkzTtdkNM_sentence_949.wav,Thanks for your help. Don't mention it.,Cảm ơn vì đã giúp đỡ.,A1
flLkzTtdkNM_sentence_955.wav,I will be your tour guide today.,Hôm nay tôi sẽ là hướng dẫn viên du lịch của anh.,A2
flLkzTtdkNM_sentence_969.wav,The film made$1 million in profit.,Bộ phim đã kiếm được 1 triệu đô la lợi nhuận.,A2
flLkzTtdkNM_sentence_970.wav,He works for a non-profit organization.,Anh ta làm việc cho một tổ chức phi lợi nhuận.,A2
gPNgMoikiVo_sentence_000.wav,Duress.,Cưỡng ép.,A2
gPNgMoikiVo_sentence_008.wav,Why do you want to dress like that?,Sao em lại muốn ăn mặc như vậy?,A1
gPNgMoikiVo_sentence_019.wav,Result.,Kết quả.,A1
gPNgMoikiVo_sentence_040.wav,I'm sorry to hear grateful.,Tôi rất tiếc khi nghe thấy sự biết ơn.,A1
gPNgMoikiVo_sentence_061.wav,We dated for three months.,Chúng tôi hẹn hò trong ba tháng.,A1
gPNgMoikiVo_sentence_1001.wav,This story is based on actual events.,Câu chuyện này dựa trên các sự kiện thực tế.,A2
gPNgMoikiVo_sentence_1012.wav,I hope your wish will come true.,Tôi hy vọng điều ước của anh sẽ thành sự thật.,A1
gPNgMoikiVo_sentence_1021.wav,I gave you an extra hour and you still didn't finish the job.,Tôi cho anh thêm một giờ và anh vẫn chưa hoàn thành công việc.,A2
gPNgMoikiVo_sentence_1026.wav,May I ask you a quick question?,Tôi hỏi anh một câu được không?,A2
gPNgMoikiVo_sentence_1067.wav,Don't you know his name?,Anh không biết tên hắn sao?,A2
gPNgMoikiVo_sentence_1069.wav,He admitted his defeat.,Ông ta đã thừa nhận thất bại của mình.,A2
gPNgMoikiVo_sentence_1070.wav,Flower,Hoa,A1
gPNgMoikiVo_sentence_1072.wav,Do you know the name of this flower?,Anh có biết tên của bông hoa này không?,A1
gPNgMoikiVo_sentence_108.wav,This is the most amazing wedding party I've ever attended.,Đây là bữa tiệc cưới tuyệt vời nhất mà tôi từng tham dự.,A1
gPNgMoikiVo_sentence_1091.wav,I think he is concerned with the accident.,Tôi nghĩ anh ta lo lắng về tai nạn.,A2
gPNgMoikiVo_sentence_1108.wav,First impressions are very important.,Ấn tượng đầu tiên rất quan trọng.,A2
gPNgMoikiVo_sentence_1123.wav,Have you ever eaten Japanese food?,Anh đã bao giờ ăn đồ Nhật chưa?,A1
gPNgMoikiVo_sentence_1126.wav,Is it safe to swim in this lake?,Bơi trong hồ này có an toàn không?,A1
gPNgMoikiVo_sentence_1145.wav,I don't fruit.,Tôi không ăn trái cây.,A2
gPNgMoikiVo_sentence_118.wav,We must consider every aspect of the problem.,Chúng ta phải xem xét mọi khía cạnh của vấn đề.,A2
gPNgMoikiVo_sentence_147.wav,Stay here with us.,Ở lại đây với chúng tôi.,A1
gPNgMoikiVo_sentence_156.wav,You can stay as long as you like.,Anh có thể ở lại bao lâu tuỳ thích.,A1
gPNgMoikiVo_sentence_159.wav,Their daughter is 10 years old.,Con gái họ 10 tuổi.,A2
gPNgMoikiVo_sentence_238.wav,I don't think there's any significant damage.,Tôi không nghĩ có tổn hại đáng kể nào.,A2
gPNgMoikiVo_sentence_244.wav,I learned a lot from you.,Tôi đã học được rất nhiều từ anh.,A2
gPNgMoikiVo_sentence_265.wav,She emphasized the importance of education.,Bà nhấn mạnh tầm quan trọng của giáo dục.,A2
gPNgMoikiVo_sentence_277.wav,There's something wrong with the T V.,Có gì đó không ổn với TV.,A2
gPNgMoikiVo_sentence_288.wav,I found this information quite useful.,Tôi thấy thông tin này khá hữu ích.,A2
gPNgMoikiVo_sentence_290.wav,Goal,Mục tiêu,A1
gPNgMoikiVo_sentence_291.wav,The crowd yelled when he scored a goal.,Đám đông la hét khi anh ghi bàn.,A2
gPNgMoikiVo_sentence_300.wav,He kicked the ball into the goal.,Anh ấy đá bóng vào khung thành.,A2
gPNgMoikiVo_sentence_318.wav,Get this stuff out of here.,Đem mấy thứ này ra khỏi đây.,A1
gPNgMoikiVo_sentence_331.wav,Where are the kids?,Bọn trẻ đâu rồi?,A1
gPNgMoikiVo_sentence_339.wav,"In the event of rain, the game will not be held.","Trong trường hợp mưa, trận đấu sẽ không được tổ chức.",B1
gPNgMoikiVo_sentence_353.wav,Completely.,Hoàn toàn.,A1
gPNgMoikiVo_sentence_362.wav,I am completely exhausted.,Tôi hoàn toàn kiệt sức.,A1
gPNgMoikiVo_sentence_412.wav,His,Của anh,A1
gPNgMoikiVo_sentence_423.wav,Stress is a major problem of modern life.,Căng thẳng là một vấn đề lớn của cuộc sống hiện đại.,B1
gPNgMoikiVo_sentence_434.wav,I got laid off yesterday.,Hôm qua tôi bị sa thải.,A2
gPNgMoikiVo_sentence_440.wav,Can you pick me up at the station?,Anh có thể đón tôi ở đồn không?,A1
gPNgMoikiVo_sentence_459.wav,Have a safe trip home.,Chúc chuyến đi về nhà an toàn.,A1
gPNgMoikiVo_sentence_466.wav,Have grateful.,Hãy biết ơn.,A1
gPNgMoikiVo_sentence_474.wav,Be grateful for what you have and stop complaining.,Biết ơn những gì bạn có và ngừng phàn nàn.,A2
gPNgMoikiVo_sentence_476.wav,What are you grateful for today?,Bạn biết ơn điều gì trong ngày hôm nay?,A1
gPNgMoikiVo_sentence_479.wav,Could you please help me clear the table?,Anh có thể giúp tôi dọn bàn được không?,A1
gPNgMoikiVo_sentence_484.wav,Is there a book on the table?,Có sách trên bàn không?,A1
gPNgMoikiVo_sentence_517.wav,Memory,Bộ nhớ,A1
gPNgMoikiVo_sentence_518.wav,He has a good memory.,Anh ta có trí nhớ tốt.,A1
gPNgMoikiVo_sentence_550.wav,I need an extra blanket.,Tôi cần thêm một cái chăn.,A1
gPNgMoikiVo_sentence_582.wav,Don't make fun of people.,Đừng trêu chọc người khác.,A1
gPNgMoikiVo_sentence_609.wav,What's the date today?,Hôm nay là ngày mấy?,A1
gPNgMoikiVo_sentence_618.wav,I'm dating a girl named Mary.,Tôi đang hẹn hò với một cô gái tên là Mary.,A1
gPNgMoikiVo_sentence_629.wav,I laughed out loud when I saw him.,Tôi cười lớn khi thấy anh ta.,A2
gPNgMoikiVo_sentence_665.wav,His speech made a strong impression on the students.,Bài phát biểu của ông đã gây ấn tượng mạnh mẽ với các sinh viên.,A2
gPNgMoikiVo_sentence_667.wav,You made a good impression on me.,Anh đã gây ấn tượng tốt với tôi.,A2
gPNgMoikiVo_sentence_671.wav,It's a lonely journey.,Đó là một hành trình đơn độc.,A1
gPNgMoikiVo_sentence_673.wav,He lives alone and often feels lonely.,Anh sống một mình và thường cảm thấy cô đơn.,A2
gPNgMoikiVo_sentence_678.wav,It's a lonely pain.,Đó là một nỗi đau cô đơn.,A2
gPNgMoikiVo_sentence_691.wav,They hit him on the back strongly.,Chúng đánh mạnh vào lưng anh ta.,A2
gPNgMoikiVo_sentence_701.wav,Reason,Lý do,A1
gPNgMoikiVo_sentence_708.wav,I don't see any reason why I have to apologize.,Tôi không thấy có lý do gì để phải xin lỗi cả.,A2
gPNgMoikiVo_sentence_770.wav,This shirt cost$25.,Chiếc áo này giá 25 đô.,A2
